"cmplnt_apr",""
"110509","东骧,神骏,房山,燕山,迎风街专区"
"240402","西单营业厅"
"11010207","北京"
"SDZ030208",""
"240401","河南,郑州市,惠济区,北环路,北京,北环路营业厅"
"11010403","迪信通西三环营业厅,迪信通西三环专项合作营业厅"
"130204",""
"SDZ030208",""
"240604","北京,广西,融安县,板榄镇,山尾村,九坡头屯3号"
"110405",""
"240604","北京"
"SDZ030208",""
"11010402",""
"130602","北京,酒仙桥路6号电信营业厅,上海,上海"
"11010102","朝阳区,高碑店东区"
"12040203",""
"11010102",""
"11010206","北京,美国"
"11010102",""
"110105","北京"
"11010102",""
"130204","非洲,赞比亚"
"130602","营业厅"
"240503","北京"
"110805",""
"110105","北京"
"110405",""
"12010601","北京"
"11010203",""
"11010102","昌平区,南环中路2号,万科公寓"
"240604","北京"
"SDZ030208","承德,北京,北京"
"11010102","朝阳区,瀚海文化大厦"
"2305",""
"130602",""
"240403","北京,北京市"
"11010109",""
"130207",""
"12040103","长阳西站4号-,奥运洋桥,首创新悦都,悦都新苑二区"
"11010206",""
"110504","北京,海淀区"
"11010101",""
"110510","普洱市,孟连县,北京市,西城区,西单营业厅"
"160101","北京肯德基门店"
"SDZ030208",""
"11010402",""
"11010206",""
"160101",""
"1801020301","北京"
"11010203",""
"11010203",""
"11010203",""
"240604","北京"
"SDZ030208",""
"110105",""
"11010101","朝阳区,金盏乡,东村文体娱乐中心"
"11010203",""
"110505","北京"
"240502",""
"110403",""
"SDZ030208","北京"
"SDZ030208",""
"11010203","门头沟）"
"11010206",""
"11030101","北京,朝阳区,十八里店老君堂公交站"
"130606",""
"11010206",""
"12040205",""
"11010206","朝阳区,朝阳区"
"240604","沈阳市,浑南新区,浑南中路,恒大江湾小区"
"240604","北京,北京"
"110105","北京"
"12010601",""
"12040202",""
"130202","美国,美国"
"11010206","北京"
"11010203",""
"110105","北京,北京"
"SDZ030208","北京"
"11010207",""
"11010203",""
"11030301","广东,深圳市,创业一路,西城,上筑花园电信营业厅,北京,北京"
"130602",""
"130602",""
"12030301",""
"130504","北京市"
"24020101",""
"12030206",""
"110505",""
"11010203",""
"130602","中华人民共和国"
"12030206",""
"12030401","鸿博家园"
"11030301","北京市,朝阳区,富力城营业厅"
"11010202",""
"12040105","北京市,房山区,长阳镇,悦都新苑2区1号楼1单元140"
"12030404",""
"11010101","海淀区,西四环北路140号,京鼎原商务楼6层607室"
"110705",""
"11010203",""
"11010203",""
"11010203",""
"SDZ030208","北京"
"11010202","北京,北京"
"110105","北京"
"12030206","京投阳光花园7号楼5单元1503"
"SDZ030208",""
"160101",""
"11010101",""
"11010206",""
"11010203",""
"11010109","河北省,衡水市,枣强县,肖家镇,肖张村,北京"
"11010204","北京市"
"12030404",""
"11030201",""
"11010101","北京,大兴,西红门团河北村198栋"
"12030401",""
"11010102","北京,丰台区,西国贸汽配基地a期1036"
"11010101","北京,北京市,石景山区,金五区小区12栋1302"
"11010102","北京,大兴区,西红门镇,团河北村198栋"
"11030201",""
"130204","s,西单,5425"
"110514",""
"110505",""
"11010203",""
"130602","北京"
"110505",""
"12010601","北京,北京"
"12010601",""
"SDZ030208","新疆,北京,北京"
"12030401",""
"11010105","朝阳区,凤凰置地广场a座"
"11010206",""
"11010103",""
"11010105",""
"SDZ030208",""
"24010104","北京,北京市,大兴区,熙悦春天小区"
"130602","北京"
"11010206","北京客服营业厅"
"11010206","星球通旺角购物广场合作厅"
"11010102","北京市,海淀区,羊坊店街道铁医路10号干部楼6楼"
"11010203",""
"130602",""
"130602",""
"130602",""
"130602","北京,西单大悦城,朝阳大悦城,三里屯,太古里"
"12030205",""
"11010109","福州,北京,北京"
"130602",""
"130602",""
"130602","北京市,通州区,梨园北街梨园53号楼"
"130602",""
"130602",""
"130602","北京市,大兴区"
"130602",""
"130602",""
"130602",""
"130602",""
"130602",""
"130602",""
"130602","朝阳区,朝阳门营业厅"
"130602","北京市,丰台区,首经贸中街一号院2楼"
"130602",""
"SDZ030208",""
"11030201",""
"11030201",""
"130602",""
"130602","北京,昌平区,回龙观,二拨子龙城花园"
"130602",""
"130602","上海,上海"
"130602",""
"130602","北京市,通州区,永顺镇,金地格林格林北区10号楼1单元"
"130602",""
"130602","中国电信营业厅"
"130602",""
"12010101",""
"12030404","北京市,丰台区,西四环南路52号,中建一局大厦b座8层"
"11010109","福州,北京,北京"
"11030101",""
"SDZ030208","延庆,通州"
"11010206","河北"
"20020501","北京"
"11010203",""
"11010204",""
"SDZ030208",""
"110105","四川,成都,北京"
"11010101","北京市"
"11010108","北京市,朝阳区,团结湖农业展览馆,北京,北京"
"110105","北京"
"11010109",""
"130602","189,cn,北京）,189,cn"
"11010101","丰台区,巴庄子村233号"
"110702","成都营业厅"
"110502",""
"11010203",""
"17030101",""
"110503",""
"11010203",""
"110105","四平,北京市6环,顺意区南区33号楼1层103号,石园中国电信营业厅"
"SDZ030208",""
"11010101",""
"130602","北京"
"110505",""
"17010401","北京,北京"
"11010101","虎坊路14号楼"
"11010102","朝阳区,惠新东街甲4号,富盛大厦2座16层"
"SDZ030208","延庆,通州"
"110405",""
"24010104",""
"11010204",""
"240604",""
"240604","北京,北京,北京"
"130602",""
"110105","北京,新华东街298号,电信营业厅,白山"
"SDZ030208",""
"11010203",""
"11010203",""
"110705","北京,安徽省,北京,北京"
"11010205","丰台,丰桥路八号院专区"
"SDZ030208",""
"11010203",""
"130602","北京"
"11010101",""
"240604",""
"240402","大郊亭营业厅"
"130602","北京市,西城区,月坛南街11号"
"SDZ030208",""
"11010203",""
"11010101",""
"11010101",""
"240604",""
"240604",""
"110105","北京"
"11010101",""
"2305","北京,北京,浙江,杭州,北京,北京"
"11010203",""
"130602","北京市,房山区"
"110505",""
"240604","北京,北京,北京"
"240604","北京,北京,北京"
"SDZ030208",""
"11010101",""
"11010204",""
"240403","大兴,岳各庄营业厅"
"11010401",""
"240403",""
"110502","北京,北京"
"SDZ030208","丰台路口合作厅"
"11010203",""
"1801010101",""
"11010207","星球通方恒购物中心营业厅"
"11010106",""
"11030201",""
"11010203",""
"11010206",""
"11010207",""
"24010104",""
"SDZ030208",""
"11010203","北京,昌平区,鼓楼"
"11010203",""
"11010207","通州万达广场,通州万达店"
"110105","北京,北京"
"11030101","北京"
"110105","北京,北京"
"110105","北京,北京"
"110105","北京,北京"
"110105","北京,北京"
"110502",""
"110502",""
"SDZ030208","朝阳久隆百货合作厅"
"130504",""
"11010101",""
"160101","北京"
"SDZ030208",""
"11010203","平谷"
"11010106","北京市,丰台区,卢沟桥街道西局,玉园北区"
"11010203",""
"11010101",""
"11010103",""
"11010206",""
"17020102","北京"
"11010203",""
"11010203","易联迅达古城公园西合作厅"
"SDZ030208",""
"SDZ030208",""
"110504",""
"12010601","北京,北京,密云区,大成子镇,后店大队,后厂村"
"SDZ030208",""
"110503","北京,北京,北京"
"110510","郑州,北京,北京"
"11010101","朝阳区,十八里店横街子131号"
"110702",""
"SDZ030208",""
"110503","河北,沧州,北京,北京"
"11010203",""
"11010203",""
"SDZ030208",""
"11040101",""
"SDZ030208",""
"11010203",""
"SDZ030208",""
"12010601",""
"130602","廊坊,北京,北京,廊坊"
"SDZ030208",""
"240604","德阳市,中江县"
"SDZ030208",""
"240403","北京,北京市,昌平区,鼓楼北街营业厅"
"11010401",""
"17010101",""
"11010203",""
"11010203",""
"11010203",""
"110105","上海,上海,上海,北京市,昌平区,东小口镇,半截塔村436号"
"110505",""
"130602","天通苑西一区56号楼"
"130602","天通苑西一区56号楼"
"11010203",""
"11010203",""
"11010204","西区"
"160101",""
"SDZ030208",""
"11010101","丰台区,南三环东路27号"
"11010101",""
"SDZ030208",""
"12040103",""
"11010206",""
"130602","北京,北京"
"110502","北京"
"11010203",""
"130602","北京"
"110702",""
"SDZ030208","朝阳东辛店中心合作厅"
"SDZ030208",""
"SDZ030208",""
"11010203","苏宁"
"11010203",""
"11010205",""
"11030101",""
"SDZ030208",""
"SDZ030208",""
"130504","海南"
"240404","清河营业厅,清河营业厅,清河营业厅"
"24010202",""
"11010101",""
"11010203",""
"130504","海南,北京市,朝阳区,东八里庄东里1号楼a区10-a"
"240604","北京"
"130602",""
"130602",""
"11010101","北京,朝阳区工人体育场北路甲二号,盈科中心"
"11010205",""
"SDZ030208",""
"24010102","北京"
"11010203","昌平"
"11010207",""
"110105","北京"
"11010206","维视天影朝阳前苇沟中心街合作厅"
"SDZ030208",""
"SDZ030208",""
"SDZ030208",""
"SDZ030208",""
"SDZ030208",""
"110505",""
"SDZ030208","角门东路合作厅,北京"
"130602","山东"
"11010102","大兴区,黄亦路,饮鹿池桥,五环金州物流园中排206号"
"11010402",""
"11010203",""
"SDZ030208",""
"11010203",""
"11010203",""
"11010203","网厅商城营业厅"
"11010203","角门南路合作厅"
"240404",""
"12040205",""
"130102","北京市,朝阳区,北辰西路29号,峻峰华亭d座2207室"
"11010203",""
"SDZ030208",""
"12010601","北京"
"110405","北京"
"11010203",""
"SDZ030208",""
"11010204",""
"110505",""
"110702",""
"130103",""
"11010203","苏宁,马家堡东路专营厅"
"11010101",""
"SDZ030208",""
"11010102",""
"110505",""
"12030402","园博府,奥运洋桥,航天桥营业厅,北京市"
"11010203","长阳营业厅"
"1802010104",""
"SDZ030208",""
"SDZ030208","中华人民共和国"
"11010101","朝阳公园西路5号,清静明湖"
"130602","中华人民共和国"
"12040204",""
"SDZ030208","台湾"
"SDZ030208","北京"
"11010102",""
"240604","甘肃"
"SDZ030208",""
"SDZ030208",""
"11010203",""
"11010203",""
"11010203",""
"SDZ030208",""
"11010101",""
"SDZ030208","北京"
"110503","安徽,北京,北京,北京,北京,北京,安徽,北京,北京"
"110504",""
"SDZ030208",""
"11010403","北京,北京,北京,北京,北京,北京,北京,北京"
"11010206","朝阳门"
"11010403","北京,海淀区,郑州,郑州"
"130101",""
"11010403","北京,北京,北京,北京,北京,北京,北京,北京,北京"
"110503",""
"110514",""
"240602",""
"110503",""
"11010203",""
"110503",""
"11010102",""
"11010102",""
"110503",""
"18010305","北京"
"110514","陕西,西安,陕西"
"110503",""
"110503",""
"SDZ030208",""
"16030103","北京市"
"110503",""
"110405","53,洛阳"
"110503",""
"110503",""
"11010203",""
"12010502","北京市,望京桥营业厅"
"16050103","北京市"
"11010201",""
"11010203",""
"11010203",""
"11010403","北京,北京,北京,福州,北京,北京"
"110503",""
"110503",""
"240402",""
"240402",""
"110503",""
"110503",""
"110503",""
"110508",""
"240402",""
"240402",""
"110105","浙江,绍兴市,山阴路营业厅,北京市,北京市"
"110514","新华大街营业厅"
"110514",""
"11010206",""
"130101","长阳住宅小区,奥运洋桥"
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"11010101",""
"110514",""
"12010304","北太平庄"
"110503",""
"110503",""
"240402",""
"240402",""
"110503","吉林,四平,北京市,丰台区"
"110514",""
"24010202",""
"110514",""
"110503",""
"110503",""
"110503",""
"130506","顺义区,南彩镇,南彩村,新融街4号"
"110514",""
"110503",""
"11010203","昌平,天通苑,国泰专区"
"12010406","重庆,北京,朝阳区,安立路,原因"
"110503","北京,北京,北京,北京"
"110503","安庆,北京市,大兴区,亦庄"
"110503",""
"12010401","西单"
"110503",""
"12010101","数码艾提,东坝家园,高杨树社区,好漾小区,朝阳新城,立城苑,马南里,天天朝阳,朝阳无限芳菁苑,姚家园,西里东里,保利东郡,澳洲康都,金盏嘉园,石佛营小区"
"110503",""
"110503",""
"110503","大兴区,安定镇,通州,马坊村"
"12010101",""
"14020301","北京市,西城区,韵竹园16号楼1单元1504"
"110504",""
"240402",""
"12010401","~他网小区(,泛宇星空),北辰绿色家园媒体村,奥林匹克花园,国美第一城,丽水嘉园,保利金泉,奥运洋桥"
"11010203",""
"110503",""
"110503",""
"110105","西安"
"11010101",""
"110503",""
"110514","安徽,滁州,北京,北京,滁州,北京,北京,安徽,滁州"
"110514",""
"11010206",""
"110503",""
"11010101","廊坊,康庄校区宿舍楼"
"110503","木[UNK]园营业厅"
"110503",""
"11010102","滦县,雷庄"
"11010208",""
"12010101","佳木斯市,凯圣家园e栋4单元"
"240402","西单营业厅,西单营业厅"
"110105","西安"
"12010401","网小区-,im,公共号池,上地北，,龙德营业厅,北京,北京市,昌平区,东小口镇\\,天通苑东二区东二区37号楼9单元\"
"110503","北京,西单"
"12010404","海南,北京省,顺义区,石园南大街33号楼"
"12010302","嘉华益民,康泉小区,~华新城,东亚印象,台湖,东亚尚品,台湖,奥运洋桥"
"12010301",""
"110105","河南"
"12010101",""
"240402","辽宁省,大连市,北京,北京市,怀柔区,中国科学院大学,雁栖湖校区"
"110503",""
"110503",""
"110705","北京,北京,北京"
"110705","北京,北京,北京"
"16040102",""
"240404",""
"12010302","建外soho"
"11010204",""
"240402",""
"110503",""
"110503",""
"24010204",""
"11010403",""
"12010206",""
"110503",""
"110503","北京,湖南"
"110503",""
"12010607","奥运洋桥"
"12010205","ims,建外soho"
"12010205",""
"12010205",""
"110514",""
"11010402","北京"
"110503",""
"12010101","ims公共号池,西单，,b24140529,旭辉e天地12号楼2号楼506"
"240404","北京市,怀柔区,顶秀美泉小镇"
"12010302","西单"
"110503",""
"110503","黑龙江省,黑河市,五大连池市,二龙山农场"
"240402","北京"
"12010302","im,公共号池,西单,4090932,旭辉e天地2号楼1011"
"110503",""
"12010101","小区,中国铁建广场,金隅悦和园,奥运洋桥"
"240604","新疆,北京市,北京市"
"130503","北太"
"110503",""
"110503",""
"12010302","中国铁建广场,金隅悦和园,奥运洋桥"
"240402",""
"110503",""
"130305","奥运洋桥ngn"
"240604","北京市,丰台区,郭公庄"
"12010202","东亚瑞晶苑-,奥运洋桥ngn"
"1713",""
"110105","一证5号,北京,一证5号,北京"
"12010202","数码艾提,东坝家园,高杨树社区,好漾小区,朝阳新城,立城苑,马南里,天天朝阳,朝阳无限芳菁苑,姚家园,西里东里,保利东郡,金盏嘉园,石佛营小区"
"110514",""
"240403","北京"
"110503","北京"
"130602","北京"
"16050103","北京市"
"110514",""
"110405","北京"
"11020108",""
"11010403","北京"
"110503",""
"110503",""
"12010205",""
"240404",""
"2302","唐山市,唐山市,大齐各庄镇,唐山市起点加油站,唐山市,开平区,越河镇,郭坨村,唐山市,唐山市,大齐各庄镇,唐山市起点加油站"
"12020207","北京,亦庄开发区,滢景园7号楼四单元101,亦庄营业厅"
"12010207","昌平世界城二期-,奥运洋桥b23428820"
"110503",""
"240404","高楼金,奥运洋桥ngn,九棵树营业厅"
"110503","北京,重庆"
"110514",""
"240404",""
"2303",""
"110508","96"
"110105","平谷区,金海湖镇,靠山街"
"12020301","北京"
"110503","北京,亦庄"
"16050103","北京市"
"1102010601","京津冀,京津冀,邯郸,北京市,通州区,站前街南4街,市*路(街),市*路(街)"
"11010109","安徽省"
"240402",""
"12010601","水木兰亭,三元桥营业厅"
"110503",""
"130201",""
"110202","北京,屏翠东路,望京国际研发园,望京东路,溪阳东路"
"110203","北京,屏翠东路,望京国际研发园,望京东路,溪阳东路"
"12010304","天通苑东三区25-4-602,小区,信诺无限),三友公寓,天通苑（ftth）,奥运洋桥ngn"
"110503",""
"240604","北京,昌平区,北京市,昌平区,回龙观营业厅,北京"
"110503",""
"11010101","峻峰华亭"
"110503",""
"110503",""
"110503",""
"11030101",""
"110808","北京,美国,费城"
"240604","北京,朝阳区"
"24010201",""
"110105","北京"
"110504","中华人民共和国,中华人民共和国"
"11010206","北京,重庆,广东,福建,江西,湖南"
"110503",""
"12010301","北京"
"110203","北京"
"110503",""
"11010101","北京,河南省,新乡市,辉县市,沙窑乡,水寨窑村"
"12040207",""
"11010109","北京,蓬莱市,大辛店镇"
"110503","北京市,大兴区生物医药基地,永大路27好号"
"110503",""
"110503","北京市,朝阳区,北四环中路,华亭嘉园"
"110503",""
"11010102","通州区,马驹桥镇三街20号"
